facility_id,provider,operator,iso3,city_or_region,latitude,longitude,capacity_value,capacity_unit,facility_status,ai_relevance_flag,source_id
dc_seed_group_v2:003012,,Cámara Argentina de Internet (CABASE),ARG,,-41.124884,-71.24169,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003013,,Cámara Argentina de Internet (CABASE),ARG,,-42.764453,-65.039215,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003014,,Cámara Argentina de Internet (CABASE),ARG,,-33.291035,-66.341561,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003015,,Cámara Argentina de Internet (CABASE),ARG,,-34.585269,-60.949997,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003016,,Cámara Argentina de Internet (CABASE),ARG,,-26.789357,-60.439673,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003017,,Cámara Argentina de Internet (CABASE),ARG,,-24.179223,-65.324651,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003018,,Cámara Argentina de Internet (CABASE),ARG,,-37.328708,-59.138734,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003019,,Cámara Argentina de Internet (CABASE),ARG,,-27.464967,-58.982843,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003021,,Cámara Argentina de Internet (CABASE),ARG,,-40.809048,-62.993928,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003022,,Cámara Argentina de Internet (CABASE),ARG,,-24.73996,-65.391845,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003023,,Cámara Argentina de Internet (CABASE),ARG,,-51.622093,-69.251912,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003024,,Cámara Argentina de Internet (CABASE),ARG,,-32.625751,-64.481686,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003025,,Cámara Argentina de Internet (CABASE),ARG,,-33.896871,-60.565484,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003026,,Cámara Argentina de Internet (CABASE),ARG,,-34.447653,-58.794308,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003083,,InterBS S.R.L. (BAEHOST),ARG,,-34.640854,-58.403766,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003140,,PRISMA MEDIOS DE PAGO S.A.,ARG,,-34.639474,-58.401576,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003610,,LINKEAR SRL,ARG,,-34.632822,-58.790645,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003613,,Cámara Argentina de Internet (CABASE),ARG,,-27.472261,-58.818661,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003642,,Silica Networks S.A.,ARG,,-34.688305,-58.312665,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003645,,Silica Networks S.A.,ARG,,-34.600638,-58.374123,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003675,,Silica Networks S.A.,ARG,,-36.486322,-56.708797,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003689,,Telecentro,ARG,,-34.671615,-58.537447,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003795,,Cirion,ARG,,-32.927931,-68.813696,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003796,,Cirion,ARG,,-31.462084,-64.201388,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003797,,Cirion,ARG,,-32.967531,-60.620827,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003906,,Advantun SRL,ARG,,-34.102757,-59.022318,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003996,,IFX Corporation,ARG,,-34.61381,-58.3886,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004078,,Advantun SRL,ARG,,-34.45699,-58.68856,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004111,,Advantun SRL,ARG,,-34.398706,-58.651794,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004205,,Telxius Cable,ARG,,-36.509821,-56.699852,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004306,,Advantun SRL,ARG,,-34.688307,-58.312661,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004498,,IPLAN (NSS),ARG,,-34.640792,-58.403794,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004626,,Cooperativa Telefónica de Villa Gobernador Gálvez Ltda.,ARG,,-32.949077,-60.640479,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004708,,Cámara Argentina de Internet (CABASE),ARG,,-34.606739,-58.379375,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004741,,Anura SA,ARG,,-34.599241,-58.378326,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005069,,Metrotel,ARG,,-34.612432,-58.379173,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005362,,Servicios y Telecomunicaciones S.A.,ARG,,-34.606738,-58.379375,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005369,,InterBS S.R.L. (BAEHOST),ARG,,-34.560822,-58.458135,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005370,,InterBS S.R.L. (BAEHOST),ARG,,-34.655248,-58.386825,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005371,,Datalink SRL,ARG,,-32.589869,-61.162629,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005579,,ARLINK S.A.,ARG,,-32.884221,-68.842157,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005907,,WICORP SA,ARG,,-32.952957,-60.645742,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006035,,InterBS S.R.L. (BAEHOST),ARG,,-34.613668,-58.388617,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006036,,InterBS S.R.L. (BAEHOST),ARG,,-34.586291,-58.471215,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006077,,BUSAJM MARIANA (RACK DIGITAL),ARG,,-37.376679,-70.271631,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006157,,Telxius Cable,ARG,,-34.644552,-58.372064,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006234,,"EdgeUno, Inc.",ARG,,-34.606738,-58.379375,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006260,,EdgeConneX Inc.,ARG,,-34.417162,-58.958071,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006721,,SkyOnline de Argentina S.A.,ARG,,-34.613314,-58.370753,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:001030,,GNC-Alfa,ARM,,40.2696323,44.6147967,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003588,,Viva Armenia,ARM,,40.174262,44.50242,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003589,,Viva Armenia,ARM,,40.151291,44.483126,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003868,,Yotta Network LLC,ARM,,40.036694,44.563069,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006156,,Viva Armenia,ARM,,40.198451,44.493908,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006659,,Arminco Ltd,ARM,,40.188556,44.520304,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006681,,GNC-Alfa CJSC,ARM,,40.176119,44.513608,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003387,,PeeringDB Example Organization,ATA,,-82.862752,135.0,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003403,,PeeringDB Example Organization,ATA,,-82.862752,135.0,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000060,,DigiCo,AUS,,-33.875599,151.197691,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000063,,AirTrunk,AUS,,-33.8076997,151.1448326,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000086,,CDC Data Centres,AUS,,-35.388831,149.1683,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000176,,Vocus Group,AUS,,-33.733687,150.969873,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000181,,Macquarie Telecom Group,AUS,,-35.3014584,149.20151,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000182,,Verizon,AUS,,-35.3213693,149.1805413,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000183,,"Equinix, Inc.",AUS,,-35.2085,149.13536,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000184,,Department of Defence,AUS,,-35.3507936,149.1968131,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000185,,Vocus Group,AUS,,-35.251849,149.133934,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000277,,Amazon Web Services,AUS,,-34.0356869,150.7660159,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000323,,42 - 24 Pty Ltd,AUS,,-42.839245,147.297445,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000338,,Leading Edge Data Centres,AUS,,-35.126278,147.349614,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000392,,NEXTDC,AUS,,-34.925645,138.607879,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000428,,NEXTDC,AUS,,-37.821705,144.931061,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000461,,NEXTDC,AUS,,-33.819344,151.185033,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000525,,Leading Edge Data Centres,AUS,,-31.07463,150.92095,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000664,,Microsoft,AUS,,-37.8093198,144.7224744,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000677,,Microsoft,AUS,,-33.8360868,150.7729451,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000678,,Amazon Web Services,AUS,,-33.8095108,150.8390354,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000679,,Amazon Web Services,AUS,,-33.7951954,150.8702827,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000680,,NEXTDC,AUS,,-33.785263,151.13149,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000682,,Microsoft,AUS,,-37.8224534,144.8588443,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000683,,,AUS,,-37.6873789,144.8777337,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000684,,AirTrunk Operating Pty Ltd,AUS,,-37.800397,144.773648,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000685,,"Equinix, Inc.",AUS,,-37.807942,144.953538,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000703,,NEXTDC,AUS,,-37.803671,144.865473,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000713,,NEXTDC,AUS,,-12.456749,130.843567,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000757,,Microsoft,AUS,,-37.6855471,144.8749204,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000947,,Stack Infrastructure,AUS,,-37.8199598,144.7476422,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000948,,Amazon Web Services,AUS,,-37.8380166,144.7556727,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
