iso3,country_name,feasible_host_flag,token_origin_weight,existing_host_burden_p05,existing_host_burden_p50,existing_host_burden_p95,burden_unit,source_id,claim_boundary
DEU,Germany,1,0.0465307203782457,1.52612163730615,2.5637289525999902,4.33699138241656,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
CAN,Canada,1,0.0188346081345067,1.54235026542432,2.51091852140277,4.11810509508223,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
AUS,Australia,1,0.0092099832362662,1.48366159082654,2.48363758031276,3.91004738659907,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
JPN,Japan,1,0.0227233874099562,1.44322863310287,2.3723879032881,3.86709098457214,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
BRA,Brazil,1,0.0275987481682754,1.45536995712924,2.32836079007506,3.87473232099341,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
NLD,Netherlands,1,0.0147938488551856,1.3558310926323,2.22512908389019,3.7237691403904303,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
KOR,South Korea,1,0.0229506560390139,1.3473961625514201,2.21426799331335,3.55390547674372,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
CHE,Switzerland,1,0.0051210711039026,1.35208757458221,2.19425832943324,3.5560986509445303,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
ITA,Italy,1,0.0132882731873405,1.3323284887414,2.16326548393817,3.52683105278088,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
SWE,Sweden,1,0.0050839608134728,1.29461324295529,2.10048343537089,3.3967338529979303,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
ESP,Spain,1,0.0130766690077274,1.22330950618599,2.0163090295549804,3.2205872831,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
BEL,Belgium,1,0.0029568665480971,1.16842382519094,1.9351435229989,3.1449649550713,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
NZL,New Zealand,1,0.0013499761561954,1.09082070877041,1.77712337394002,2.86055019833976,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
FIN,Finland,1,0.0016244956918134,1.06664941845151,1.7612814175445302,2.8814575940483,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
ZAF,South Africa,1,0.0047641437783047,1.07714584666766,1.7580315250262502,2.93270363519726,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
POL,Poland,1,0.0101120402920855,0.98738965021554,1.6606821666338998,2.72516168789558,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
CHN,China,1,0.0149855178827507,0.98513761454094,1.57506373464135,2.52928705619661,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
MEX,Mexico,1,0.0140898861024776,0.90763481656994,1.5223816465998499,2.5316586428631798,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
ISR,Israel,1,0.006496119449756,0.92162766412929,1.50519560179549,2.59274249169931,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
IDN,Indonesia,1,0.0271053316316674,0.79067249626283,1.28843709418625,2.1407697076252603,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
TWN,Taiwan,1,0.0042197099699836,0.69485628391744,1.13716964438406,1.83663257296457,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
HKG,Hong Kong,1,0.0045158981599227,0.62037407582284,1.00269776719339,1.62739511419891,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
CHL,Chile,1,0.0043435788883392,0.59392349393159,0.9973109779218401,1.6231711921852798,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
QAT,Qatar,1,0.0003936918505787,0.5068380926846601,0.81435731482752,1.34282970433808,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
BHR,Bahrain,1,0.0002285476319993,0.19787523577411997,0.32631882774802,0.5289470247042,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
ABW,Aruba,0,1.4236135472682143e-05,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
AGO,Angola,0,0.0010626509431545,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
ALB,Albania,0,0.0002771750226996,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
AND,Andorra,0,3.39885794538261e-05,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
ARG,Argentina,0,0.0081211325018251,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
ARM,Armenia,0,0.0003899189667116,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
ATG,Antigua and Barbuda,0,1.5964620852778027e-05,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
AUT,Austria,0,0.0036125893322529,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
AZE,Azerbaijan,0,0.000806575467365,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
BDI,Burundi,0,0.0001075839333731,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
BEN,Benin,0,0.0005157633145671,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
BFA,Burkina Faso,0,0.0005637596811654,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
BGD,Bangladesh,0,0.0119574176774407,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
BGR,Bulgaria,0,0.0012880582491458,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
BHS,"Bahamas, The",0,4.202064482784405e-05,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
BIH,Bosnia and Herzegovina,0,0.0003351397836906,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
BLZ,Belize,0,4.346950841502922e-05,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
BMU,Bermuda,0,1.2107141270848733e-05,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
BOL,Bolivia,0,0.0008297278929256,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
BRB,Barbados,0,3.972664972810494e-05,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
BRN,Brunei Darussalam,0,5.433952804976132e-05,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
BTN,Bhutan,0,8.396743834857486e-05,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
BWA,Botswana,0,0.0001641468179184,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
CIV,Cote d'Ivoire,0,0.0011434422216341,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
CMR,Cameroon,0,0.0011571470453273,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
COG,"Congo, Rep.",0,0.0002296930824727,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
COL,Colombia,0,0.0097873601196585,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
COM,Comoros,0,1.9513745139876665e-05,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
CPV,Cabo Verde,0,4.009191951840112e-05,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
