iso3,country_name,feasible_host_flag,token_origin_weight,existing_host_burden_p05,existing_host_burden_p50,existing_host_burden_p95,burden_unit,source_id,claim_boundary,compute_share_p50,host_burden_pct,full_public_plausibility_score,shared_removed_plausibility_score,capacity_prior_comparator_score,class_score__AI cluster evidence,class_score__capacity prior,class_score__cloud GPU regions,class_score__data-center footprint,class_score__hyperscale MW,class_score__public load/capacity,loo_without__AI cluster evidence,loo_without__data-center footprint,loo_without__hyperscale MW,loo_without__public load/capacity
DEU,Germany,1,0.0465307203782457,1.52612163730615,2.5637289525999902,4.33699138241656,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used.",0.025637289525999904,2.5637289525999902,0.13812248657373916,0.09331019614241405,0.3615995928950218,0.6065162749256914,0.3615995928950218,0.5637914160289369,0.7747085908117003,0.0,0.0,0.08607873231241114,0.0673906972139657,0.30693885905275364,0.1841633154316522
CAN,Canada,1,0.0188346081345067,1.54235026542432,2.51091852140277,4.11810509508223,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used.",0.0251091852140277,2.51091852140277,0.10179290076371449,0.06302693655462009,0.37475976635096836,0.40967508760503063,0.37475976635096836,0.5637914160289369,0.6082539200321142,0.0,0.0,0.06758376889245714,0.045519454178336735,0.22620644614158772,0.13572386768495265
AUS,Australia,1,0.0092099832362662,1.48366159082654,2.48363758031276,3.91004738659907,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used.",0.0248363758031276,2.48363758031276,0.09601591381910962,0.046115530741912984,0.45505349577034787,0.2997509498224344,0.45505349577034787,0.6543128759565945,0.6604081883686617,0.0,0.0,0.07337868759651797,0.0333056610913816,0.21336869737579914,0.1280212184254795
JPN,Japan,1,0.0227233874099562,1.44322863310287,2.3723879032881,3.86709098457214,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used.",0.023723879032881,2.3723879032881,0.12512630388169654,0.0928198346384474,0.3728261165263298,0.6033289251499081,0.3728261165263298,0.5637914160289369,0.6479341136670574,0.0,0.0,0.07199267929633972,0.06703654723887868,0.2780584530704367,0.16683507184226207
BRA,Brazil,1,0.0275987481682754,1.45536995712924,2.32836079007506,3.87473232099341,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used.",0.0232836079007506,2.32836079007506,0.0944887223060526,0.060430301124013056,0.2813677917623969,0.3927969573060848,0.2813677917623969,0.4362085839710631,0.552090265754441,0.0,0.0,0.06134336286160456,0.04364410636734276,0.20997493845789464,0.1259849630747368
NLD,Netherlands,1,0.0147938488551856,1.3558310926323,2.22512908389019,3.7237691403904303,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used.",0.0222512908389019,2.22512908389019,0.1010007743222522,0.04903013035718286,0.18867239325113574,0.3186958473216886,0.18867239325113574,0.34568712404340524,0.6913118959008333,0.0,0.0,0.07681243287787037,0.03541064970240984,0.2244461651605604,0.13466769909633627
KOR,South Korea,1,0.0229506560390139,1.34739616255142,2.21426799331335,3.55390547674372,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used.",0.0221426799331335,2.21426799331335,0.2636182563946932,0.35168174775968253,0.3299410787182656,0.48361150030033806,0.3299410787182656,0.5064224831767222,0.3502512035089957,0.32769452002501787,0.0,0.23917456262739933,0.25399237338199293,0.18530282306874082,0.35149100852625764
CHE,Switzerland,1,0.0051210711039026,1.35208757458221,2.19425832943324,3.5560986509445303,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used.",0.021942583294332397,2.19425832943324,0.10433148396557365,0.08836831100140834,0.22112809139396203,0.5743940215091542,0.22112809139396203,0.5064224831767222,0.4689208181465823,0.0,0.0,0.052102313127398034,0.06382155794546157,0.23184774214571918,0.13910864528743153
ITA,Italy,1,0.0132882731873405,1.3323284887414,2.16326548393817,3.52683105278088,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used.",0.0216326548393817,2.16326548393817,0.11462338852088484,0.08709071608661875,0.2017915489635477,0.5660896545630218,0.2017915489635477,0.4362085839710631,0.5801442306458265,0.0,0.0,0.06446047007175851,0.06289885050700243,0.25471864115752185,0.15283118469451312
SWE,Sweden,1,0.0050839608134728,1.29461324295529,2.10048343537089,3.3967338529979303,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used.",0.021004834353708902,2.10048343537089,0.08768947475171042,0.06814190259545069,0.22490743976324523,0.44292236687042946,0.22490743976324523,0.34568712404340524,0.4339723806466747,0.0,0.0,0.04821915340518608,0.04921359631893661,0.19486549944824536,0.11691929966894722
ESP,Spain,1,0.0130766690077274,1.22330950618599,2.0163090295549804,3.2205872831,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used.",0.020163090295549805,2.0163090295549804,0.09007787732997569,0.06643968540818071,0.20822278984037507,0.4318579551531746,0.20822278984037507,0.34568712404340524,0.4689208181465823,0.0,0.0,0.052102313127398034,0.04798421723924162,0.20017306073327928,0.12010383643996758
BEL,Belgium,1,0.0029568665480971,1.16842382519094,1.9351435229989,3.1449649550713,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used.",0.019351435229989,1.9351435229989,0.0525748715959373,0.0,0.12407228095075787,0.0,0.12407228095075787,0.21810429198553152,0.525748715959373,0.0,0.0,0.058416523995485886,0.0,0.11683304799097176,0.07009982879458307
NZL,New Zealand,1,0.0013499761561954,1.09082070877041,1.77712337394002,2.86055019833976,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used.",0.0177712337394002,1.77712337394002,0.04893398060044751,0.0,0.10478759482832002,0.0,0.10478759482832002,0.21810429198553152,0.48933980600447513,0.0,0.0,0.05437108955605279,0.0,0.10874217911210557,0.06524530746726336
FIN,Finland,1,0.0016244956918134,1.06664941845151,1.7612814175445302,2.8814575940483,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used.",0.0176128141754453,1.7612814175445302,0.10069405594972904,0.08491053241022277,0.12377518204491719,0.551918460666448,0.12377518204491719,0.21810429198553152,0.4550220988308423,0.0,0.0,0.0505580109812047,0.06132427340738311,0.2237645687771756,0.13425874126630538
ZAF,South Africa,1,0.0047641437783047,1.07714584666766,1.7580315250262502,2.93270363519726,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used.",0.0175803152502625,1.7580315250262502,0.0547212858961976,0.0,0.19745254912451804,0.0,0.19745254912451804,0.4362085839710631,0.5472128589619759,0.0,0.0,0.060801428773552886,0.0,0.12160285754710576,0.07296171452826346
POL,Poland,1,0.0101120402920855,0.98738965021554,1.6606821666338998,2.72516168789558,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used.",0.016606821666339,1.6606821666338998,0.07740618644412192,0.04984705721556342,0.14137564938255504,0.3240058719011622,0.14137564938255504,0.34568712404340524,0.4500559925400569,0.0,0.0,0.050006221393339656,0.03600065243346247,0.17201374765360425,0.10320824859216256
CHN,China,1,0.0149855178827507,0.98513761454094,1.57506373464135,2.52928705619661,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used.",0.0157506373464135,1.57506373464135,0.14399402669805778,0.12148488232485295,0.11543117295968829,0.7896517351115442,0.11543117295968829,0.34568712404340524,0.6502885318690336,0.0,0.0,0.07225428131878152,0.08773908167906047,0.3199867259956839,0.19199203559741038
MEX,Mexico,1,0.0140898861024776,0.90763481656994,1.52238164659985,2.53165864286318,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used.",0.015223816465998501,1.52238164659985,0.0473256194111093,0.0,0.08423544568478768,0.0,0.08423544568478768,0.21810429198553152,0.473256194111093,0.0,0.0,0.05258402156789922,0.0,0.10516804313579843,0.06310082588147907
ISR,Israel,1,0.006496119449756,0.92162766412929,1.50519560179549,2.59274249169931,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used.",0.0150519560179549,1.50519560179549,0.06415704409140634,0.06106162121720397,0.29517303865379807,0.3969005379118258,0.29517303865379807,0.4362085839710631,0.2446699030022375,0.0,0.0,0.027185544778026392,0.04410005976798064,0.14257120909201407,0.08554272545520845
IDN,Indonesia,1,0.0271053316316674,0.79067249626283,1.28843709418625,2.1407697076252603,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used.",0.0128843709418625,1.28843709418625,0.03946885671822565,0.0,0.18742637767755096,0.0,0.18742637767755096,0.34568712404340524,0.3946885671822565,0.0,0.0,0.043854285242472944,0.0,0.08770857048494587,0.052625142290967535
TWN,Taiwan,1,0.0042197099699836,0.69485628391744,1.13716964438406,1.83663257296457,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used.",0.0113716964438406,1.13716964438406,0.06387855529468922,0.05739475873238263,0.05621208991302659,0.3730659317604871,0.05621208991302659,0.21810429198553152,0.2657196211864051,0.0,0.0,0.029524402354045007,0.04145177019560967,0.14195234509930935,0.08517140705958563
HKG,Hong Kong,1,0.0045158981599227,0.62037407582284,1.00269776719339,1.62739511419891,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used.",0.0100269776719339,1.00269776719339,0.024434630100967462,0.03759173861687302,0.19935455673696573,0.2443463010096746,0.19935455673696573,0.4362085839710631,0.0,0.0,0.0,0.0,0.027149589001074958,0.05429917800214991,0.03257950680128995
CHL,Chile,1,0.0043435788883392,0.59392349393159,0.99731097792184,1.6231711921852798,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used.",0.009973109779218399,0.99731097792184,0.042209072714699175,0.0,0.0,0.0,0.0,0.0,0.42209072714699175,0.0,0.0,0.04689896968299908,0.0,0.09379793936599816,0.0562787636195989
QAT,Qatar,1,0.0003936918505787,0.5068380926846601,0.81435731482752,1.34282970433808,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used.",0.0081435731482752,0.81435731482752,0.0,0.0,0.10273204167378377,0.0,0.10273204167378377,0.21810429198553152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHR,Bahrain,1,0.0002285476319993,0.1978752357741199,0.32631882774802,0.5289470247042,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used.",0.0032631882774802,0.32631882774802,0.0,0.0,0.05299555742679425,0.0,0.05299555742679425,0.21810429198553152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
