province,grid_support_out_twh_proxy,grid_support_in_twh_proxy,grid_interprovincial_export_twh_proxy,coalele_source_thermal_burden_twh_proxy,coalele_destination_thermal_burden_twh_proxy,water_main_model_in_100m3,water_main_model_out_100m3,water_strict_observed_in_100m3,generation_total_gwh,generation_total_share,generation_thermal_gwh,generation_thermal_share,generation_hydro_gwh,generation_hydro_share,generation_residual_nonhydro_nonthermal_gwh,generation_residual_nonhydro_nonthermal_share,top10_grid_support,top10_coalele_source,has_main_model_water_receiver_context,has_strict_observed_water_receiver_context,high_thermal_generation_share_partial,hydro_support_candidate_partial,multi_layer_visibility_score,china_world_contribution_role_screen,claim_boundary,_grid_norm,_coal_norm,_water_norm,_thermal_norm,_combined_salience
Jiangxi,0.0153782437676227,0.0186225676612012,0.0,0.0007901152954287,0.0121194040717221,0.0,0.0,0.0,196338.0,1.0,141560.0,0.7210015381637787,18882.0,0.096170888977172,,,False,False,False,False,True,False,1,context_or_low_visibility,"China world-contribution module for the public-evidence-constrained burden-allocation framework. The module screens China's role as token-demand origin, modeled compute host and domestic infrastructure support context. It does not show observed provider routing, measured AI electricity, official 2024 dispatch, observed coal transport, physical fuel procurement, AI-induced water demand, causal burden transfer or fairness responsibility.",0.16651747523038252,0.005043435179511263,0.0,0.7640662939379477,1.1856272043478415
Hunan,0.0147907500063703,0.0180224546642651,0.0034842928939153,0.0009365244194202,0.009355974373309,0.0,0.0,0.0,190011.0,1.0,103516.0,0.5447895121861367,50993.0,0.268368673392593,,,False,False,False,False,False,True,1,context_or_low_visibility,"China world-contribution module for the public-evidence-constrained burden-allocation framework. The module screens China's role as token-demand origin, modeled compute host and domestic infrastructure support context. It does not show observed provider routing, measured AI electricity, official 2024 dispatch, observed coal transport, physical fuel procurement, AI-induced water demand, causal burden transfer or fairness responsibility.",0.1601560220426448,0.005977988567874051,0.0,0.5773292864428947,0.9934632970534136
Qinghai,0.0144398046512198,0.0109408936615407,0.0034989109896791,0.0019235592682371,0.0012759159214133,0.0,0.0,0.0,115350.0,1.0,13452.000000000002,0.1166189856957087,50727.0,0.4397659297789336,,,False,False,False,False,False,True,1,context_or_low_visibility,"China world-contribution module for the public-evidence-constrained burden-allocation framework. The module screens China's role as token-demand origin, modeled compute host and domestic infrastructure support context. It does not show observed provider routing, measured AI electricity, official 2024 dispatch, observed coal transport, physical fuel procurement, AI-induced water demand, causal burden transfer or fairness responsibility.",0.15635594347928328,0.012278393469193866,0.0,0.12358452997236487,0.5422188669208421
Chongqing,0.0125348529968207,0.0114777420197922,0.0036811920513324,0.0012792441625603,0.0088036491285928,0.0,0.0,0.0,121010.0,1.0,92817.0,0.7670192546070573,21840.0,0.180480951987439,,,False,False,False,False,True,False,1,context_or_low_visibility,"China world-contribution module for the public-evidence-constrained burden-allocation framework. The module screens China's role as token-demand origin, modeled compute host and domestic infrastructure support context. It does not show observed provider routing, measured AI electricity, official 2024 dispatch, observed coal transport, physical fuel procurement, AI-induced water demand, causal burden transfer or fairness responsibility.",0.13572889758771495,0.008165624751183228,0.0,0.8128326060707193,1.2067271284096175
Shanghai,0.0040221043726657,0.0102249693844935,0.0001901275431266,0.0,0.0079738578456143,0.0,0.0,0.0,107802.0,1.0,101726.0,0.9436374093245024,0.0,0.0,,,False,False,False,False,True,False,1,context_or_low_visibility,"China world-contribution module for the public-evidence-constrained burden-allocation framework. The module screens China's role as token-demand origin, modeled compute host and domestic infrastructure support context. It does not show observed provider routing, measured AI electricity, official 2024 dispatch, observed coal transport, physical fuel procurement, AI-induced water demand, causal burden transfer or fairness responsibility.",0.043551830454103255,0.0,0.0,1.0,1.2935518304541032
Tibet,0.0007246031809612,0.0016279025393411,0.0,0.0,3.509432730619953e-05,0.0,0.0,0.0,17163.0,1.0,370.0,0.0215580026801841,13271.0,0.7732331177533066,,,False,False,False,False,False,True,1,context_or_low_visibility,"China world-contribution module for the public-evidence-constrained burden-allocation framework. The module screens China's role as token-demand origin, modeled compute host and domestic infrastructure support context. It does not show observed provider routing, measured AI electricity, official 2024 dispatch, observed coal transport, physical fuel procurement, AI-induced water demand, causal burden transfer or fairness responsibility.",0.007846090493870193,0.0,0.0,0.022845642263818553,0.28069173275768877
Fujian,0.0340011415480348,0.0339979615512471,3.1799967877358924e-06,0.0007256380900607,0.0100817136920208,0.0,0.0,0.0,358441.0,1.0,192724.0,0.5376728666642488,44519.0,0.1242017514737432,,,False,False,False,False,False,False,0,context_or_low_visibility,"China world-contribution module for the public-evidence-constrained burden-allocation framework. The module screens China's role as token-demand origin, modeled compute host and domestic infrastructure support context. It does not show observed provider routing, measured AI electricity, official 2024 dispatch, observed coal transport, physical fuel procurement, AI-induced water demand, causal burden transfer or fairness responsibility.",0.368168454804307,0.004631866630324901,0.0,0.5697875702587278,0.9425878916933597
Zhejiang,0.0292430118869557,0.0472687391477859,0.0010620222533957,0.0,0.0259032008837509,0.0,0.0,0.0,498355.0,1.0,340569.0,0.6833863410620943,26331.0,0.0528358298803062,,,False,False,False,False,False,False,0,context_or_low_visibility,"China world-contribution module for the public-evidence-constrained burden-allocation framework. The module screens China's role as token-demand origin, modeled compute host and domestic infrastructure support context. It does not show observed provider routing, measured AI electricity, official 2024 dispatch, observed coal transport, physical fuel procurement, AI-induced water demand, causal burden transfer or fairness responsibility.",0.31664685390149017,0.0,0.0,0.7242043758643404,1.0408512297658306
Guangxi,0.0256094164025747,0.0246879107645783,0.0103682839295575,0.0003297621452322,0.0094649000620153,0.0,0.0,0.0,260285.0,1.0,119863.0,0.4605067522139194,61485.0,0.2362218337591486,,,False,False,False,False,False,False,0,context_or_low_visibility,"China world-contribution module for the public-evidence-constrained burden-allocation framework. The module screens China's role as token-demand origin, modeled compute host and domestic infrastructure support context. It does not show observed provider routing, measured AI electricity, official 2024 dispatch, observed coal transport, physical fuel procurement, AI-induced water demand, causal burden transfer or fairness responsibility.",0.2773018444706,0.002104925716230817,0.0,0.488012395082525,0.7674191652693558
Gansu,0.0239680142291768,0.0215450714800086,0.0024229427491681,0.0080014913584445,0.0102490611659418,0.0,0.0,0.0,227150.0,1.0,108056.0,0.4757032797710763,39601.0,0.174338542813119,,,False,False,False,False,False,False,0,context_or_low_visibility,"China world-contribution module for the public-evidence-constrained burden-allocation framework. The module screens China's role as token-demand origin, modeled compute host and domestic infrastructure support context. It does not show observed provider routing, measured AI electricity, official 2024 dispatch, observed coal transport, physical fuel procurement, AI-induced water demand, causal burden transfer or fairness responsibility.",0.2595285440936524,0.05107482824242577,0.0,0.5041165971912939,0.814719969527372
Liaoning,0.0179986618315552,0.0225682133952841,0.0019827831195921,0.0039363392064748,0.0094656750636528,0.0,0.0,0.0,237937.0,1.0,127178.0,0.5345028305812043,7770.999999999999,0.0326599057733769,,,False,False,False,False,False,False,0,context_or_low_visibility,"China world-contribution module for the public-evidence-constrained burden-allocation framework. The module screens China's role as token-demand origin, modeled compute host and domestic infrastructure support context. It does not show observed provider routing, measured AI electricity, official 2024 dispatch, observed coal transport, physical fuel procurement, AI-induced water demand, causal burden transfer or fairness responsibility.",0.19489167755463016,0.02512629706991409,0.0,0.5664281908490945,0.7864461654736388
Heilongjiang,0.0152969657572036,0.0130165808474024,0.0040843863085637,0.0050917331345968,0.008403324985791,0.0,0.0,0.0,137234.0,1.0,92457.0,0.6737178833233748,4748.0,0.0345978401853768,,,False,False,False,False,False,False,0,context_or_low_visibility,"China world-contribution module for the public-evidence-constrained burden-allocation framework. The module screens China's role as token-demand origin, modeled compute host and domestic infrastructure support context. It does not show observed provider routing, measured AI electricity, official 2024 dispatch, observed coal transport, physical fuel procurement, AI-induced water demand, causal burden transfer or fairness responsibility.",0.1656373871467723,0.032501365514985156,0.0,0.7139584300771331,0.9120971827388906
Jilin,0.0134483082521995,0.0111886406424157,0.0046436109284803,0.0007117439270716,0.0062046516391215,0.0,0.0,0.0,117962.0,1.0,67654.0,0.5735236771163595,12478.0,0.1057798274020447,,,False,False,False,False,False,False,0,context_or_low_visibility,"China world-contribution module for the public-evidence-constrained burden-allocation framework. The module screens China's role as token-demand origin, modeled compute host and domestic infrastructure support context. It does not show observed provider routing, measured AI electricity, official 2024 dispatch, observed coal transport, physical fuel procurement, AI-induced water demand, causal burden transfer or fairness responsibility.",0.14561990108330564,0.004543177915127874,0.0,0.6077797164982186,0.7579427954966521
Hainan,0.0049075949856505,0.0048875015993544,2.00933862961334e-05,0.0,0.0009624576461243,0.0,0.0,0.0,51529.0,1.0,31121.0,0.6039511731258127,3077.0,0.0597139474858817,,,False,False,False,False,False,False,0,context_or_low_visibility,"China world-contribution module for the public-evidence-constrained burden-allocation framework. The module screens China's role as token-demand origin, modeled compute host and domestic infrastructure support context. It does not show observed provider routing, measured AI electricity, official 2024 dispatch, observed coal transport, physical fuel procurement, AI-induced water demand, causal burden transfer or fairness responsibility.",0.05314002943459235,0.0,0.0,0.6400246187337442,0.6931646481683366
